"id_partido","temporada","torneo","equipo","rival","posesion","momentum","pases","pases_ultimo_tercio","pases_area_rival","pases_entre_lineas","grandes_ocasiones","remates_al_arco","xG","xGOT","condicion"
1240,2009,"Serie A","Gremio","Santos",57.4,67.6,500,119,28,10,3,5,1.52,1.75,"Visitante"
1241,2009,"Serie A","Bahia","Flamengo",65.7,86,587,156,50,10,4,7,2.13,2.25,"Local"
1241,2009,"Serie A","Flamengo","Bahia",34.3,14,288,57,10,11,2,5,1.27,1.59,"Visitante"
1242,2009,"Serie A","Vasco da Gama","Corinthians",55.6,50.8,452,124,19,13,0,3,0.31,0.37,"Local"
1242,2009,"Serie A","Corinthians","Vasco da Gama",44.4,49.2,360,86,15,11,2,5,1.03,1.08,"Visitante"
1243,2009,"Serie A","Fortaleza","Bahia",67.7,71.9,637,152,50,7,2,7,1.51,1.68,"Local"
1243,2009,"Serie A","Bahia","Fortaleza",32.3,28.1,312,69,16,9,3,1,1.17,1.43,"Visitante"
1244,2009,"Serie A","Coritiba","Gremio",40.7,33.9,382,102,42,17,4,4,1.75,1.4,"Local"
1244,2009,"Serie A","Gremio","Coritiba",59.3,66.1,491,117,27,9,2,5,1.19,1.32,"Visitante"
1245,2009,"Serie A","Sao Paulo","Gremio",59.1,50.5,525,141,21,9,2,1,0.82,0.77,"Local"
1245,2009,"Serie A","Gremio","Sao Paulo",40.9,49.5,331,79,17,11,2,5,1.21,1.01,"Visitante"
1246,2009,"Serie A","Flamengo","Internacional",58.7,51.5,483,139,20,9,1,3,0.57,0.54,"Local"
1246,2009,"Serie A","Internacional","Flamengo",41.3,48.5,348,87,14,10,2,4,1.02,1.01,"Visitante"
1247,2009,"Serie A","Bahia","America Mineiro",58.8,55,482,123,16,9,1,3,0.62,0.8,"Local"
1247,2009,"Serie A","America Mineiro","Bahia",41.2,45,336,71,12,7,2,2,0.92,0.98,"Visitante"
1248,2009,"Serie A","Botafogo","Vasco da Gama",34.1,34.6,319,81,28,16,5,7,2.36,2.57,"Local"
1248,2009,"Serie A","Vasco da Gama","Botafogo",65.9,65.4,562,112,20,6,2,6,1.08,1.25,"Visitante"
1249,2009,"Serie A","Cuiaba","Red Bull Bragantino",38.3,41.9,329,90,31,17,5,6,2.42,2.4,"Local"
1249,2009,"Serie A","Red Bull Bragantino","Cuiaba",61.7,58.1,517,113,22,6,0,3,0.26,0.28,"Visitante"
1250,2009,"Serie A","Red Bull Bragantino","Cuiaba",56.5,54.1,505,135,17,7,0,3,0.23,0.29,"Local"
1250,2009,"Serie A","Cuiaba","Red Bull Bragantino",43.5,45.9,370,70,14,10,3,3,1.26,1,"Visitante"
1251,2009,"Serie A","Cuiaba","Internacional",52.7,51.5,506,120,17,10,2,2,0.88,1,"Local"
1251,2009,"Serie A","Internacional","Cuiaba",47.3,48.5,431,83,16,12,2,5,1.23,1.09,"Visitante"
1252,2009,"Serie A","Internacional","Sao Paulo",36,41.4,297,84,27,16,4,6,1.89,2.2,"Local"
1252,2009,"Serie A","Sao Paulo","Internacional",64,58.6,533,102,23,8,0,5,0.31,0.37,"Visitante"
1253,2009,"Serie A","Athletico Paranaense","Botafogo",62.8,78.9,559,132,37,7,1,7,0.86,0.81,"Local"
1253,2009,"Serie A","Botafogo","Athletico Paranaense",37.2,21.1,293,64,11,8,3,4,1.37,1.22,"Visitante"
1254,2009,"Serie A","Santos","Cuiaba",37.6,31.2,353,92,38,15,3,5,1.55,1.52,"Local"
1254,2009,"Serie A","Cuiaba","Santos",62.4,68.8,518,126,30,10,3,4,1.41,1.54,"Visitante"
1255,2009,"Serie A","Athletico Paranaense","Palmeiras",35.5,34.7,316,90,32,16,5,5,2.3,2.76,"Local"
1255,2009,"Serie A","Palmeiras","Athletico Paranaense",64.5,65.3,517,118,23,11,1,4,0.6,0.61,"Visitante"
1256,2009,"Serie A","Santos","Palmeiras",62.8,75.4,508,128,39,12,1,6,1.04,0.87,"Local"
1256,2009,"Serie A","Palmeiras","Santos",37.2,24.6,323,68,14,9,1,4,0.69,0.54,"Visitante"
1257,2009,"Serie A","Atletico Mineiro","Palmeiras",59.7,71.5,571,154,49,9,1,8,0.97,1.07,"Local"
1257,2009,"Serie A","Palmeiras","Atletico Mineiro",40.3,28.5,336,66,11,9,0,3,0.2,0.18,"Visitante"
1258,2009,"Serie A","Bahia","Cruzeiro",41.7,41.6,309,73,30,17,4,7,2,2.35,"Local"
1258,2009,"Serie A","Cruzeiro","Bahia",58.3,58.4,490,101,21,9,0,4,0.35,0.43,"Visitante"
1259,2009,"Serie A","Atletico Mineiro","Sao Paulo",59.6,72.9,542,149,45,9,1,9,1.32,1.21,"Local"
1259,2009,"Serie A","Sao Paulo","Atletico Mineiro",40.4,27.1,355,85,20,9,3,4,1.34,1.01,"Visitante"
1260,2009,"Serie A","Coritiba","Cuiaba",52.7,57.5,479,135,21,9,2,2,0.88,1.03,"Local"
1260,2009,"Serie A","Cuiaba","Coritiba",47.3,42.5,391,78,16,7,2,5,1.18,1.34,"Visitante"
1261,2009,"Serie A","Cruzeiro","Red Bull Bragantino",60.5,80.1,581,160,45,10,4,7,2.01,2.1,"Local"
1261,2009,"Serie A","Red Bull Bragantino","Cruzeiro",39.5,19.9,333,70,15,10,0,4,0.36,0.39,"Visitante"
1262,2009,"Serie A","Vasco da Gama","Fluminense",35.8,32.4,288,69,24,16,4,5,1.94,1.78,"Local"
1262,2009,"Serie A","Fluminense","Vasco da Gama",64.2,67.6,554,112,24,11,1,4,0.75,0.86,"Visitante"
1263,2009,"Serie A","Palmeiras","Gremio",43.6,32.3,346,97,37,17,2,4,1.17,1.01,"Local"
1263,2009,"Serie A","Gremio","Palmeiras",56.4,67.7,459,92,18,11,0,3,0.32,0.3,"Visitante"
1264,2009,"Serie A","Bahia","Athletico Paranaense",71.6,82.3,558,144,46,13,1,6,1,1.07,"Local"
1264,2009,"Serie A","Athletico Paranaense","Bahia",28.4,17.7,210,45,8,8,0,6,0.56,0.59,"Visitante"
1265,2009,"Serie A","Athletico Paranaense","Bahia",71.1,80,503,120,36,9,3,7,1.62,1.92,"Local"
1265,2009,"Serie A","Bahia","Athletico Paranaense",28.9,20,222,49,10,9,1,5,0.69,0.86,"Visitante"
1266,2009,"Serie A","Corinthians","Fortaleza",54.4,55.1,465,108,13,9,1,3,0.72,0.61,"Local"
1266,2009,"Serie A","Fortaleza","Corinthians",45.6,44.9,364,88,17,11,1,5,0.78,0.83,"Visitante"
1267,2009,"Serie A","Internacional","Santos",56.5,55.8,474,124,15,9,0,4,0.39,0.41,"Local"
1267,2009,"Serie A","Santos","Internacional",43.5,44.2,361,83,16,10,3,3,1.38,1.04,"Visitante"
1268,2009,"Serie A","Bahia","Palmeiras",43.2,35.8,344,97,34,18,3,5,1.52,1.26,"Local"
1268,2009,"Serie A","Palmeiras","Bahia",56.8,64.2,519,106,20,10,3,1,1.15,1.17,"Visitante"
1269,2009,"Serie A","Coritiba","Bahia",58.8,83,568,142,43,11,2,6,1.35,1.56,"Local"
1269,2009,"Serie A","Bahia","Coritiba",41.2,17,334,80,18,9,1,5,0.89,1.03,"Visitante"
1270,2009,"Serie A","Bahia","Cruzeiro",71.3,84.4,538,130,43,11,2,9,1.61,1.32,"Local"
1270,2009,"Serie A","Cruzeiro","Bahia",28.7,15.6,235,55,12,9,3,3,1.27,1.11,"Visitante"
1271,2009,"Serie A","Red Bull Bragantino","Fluminense",39.5,39.4,323,91,38,19,2,4,1.09,1.37,"Local"
1271,2009,"Serie A","Fluminense","Red Bull Bragantino",60.5,60.6,526,118,26,9,0,4,0.35,0.38,"Visitante"
1272,2009,"Serie A","Cruzeiro","Coritiba",53.8,54.3,535,147,19,7,0,5,0.36,0.29,"Local"
1272,2009,"Serie A","Coritiba","Cruzeiro",46.2,45.7,415,93,22,7,3,4,1.5,1.56,"Visitante"
1273,2009,"Serie A","Flamengo","Fluminense",71.2,73.3,555,159,53,11,3,8,1.7,1.37,"Local"
1273,2009,"Serie A","Fluminense","Flamengo",28.8,26.7,256,49,9,10,2,5,1.26,1.18,"Visitante"
1274,2009,"Serie A","Red Bull Bragantino","Internacional",38.5,30.7,329,87,31,17,3,7,1.83,1.56,"Local"
1274,2009,"Serie A","Internacional","Red Bull Bragantino",61.5,69.3,519,122,27,10,3,4,1.41,1.21,"Visitante"
1275,2009,"Serie A","Botafogo","Athletico Paranaense",40.9,40.3,356,86,29,15,5,5,2.16,2.16,"Local"
1275,2009,"Serie A","Athletico Paranaense","Botafogo",59.1,59.7,500,111,22,5,3,2,1.22,1.15,"Visitante"
1276,2009,"Serie A","Sao Paulo","Internacional",37.4,36.6,351,84,34,14,3,5,1.67,2.01,"Local"
1276,2009,"Serie A","Internacional","Sao Paulo",62.6,63.4,529,126,25,10,3,3,1.29,1.49,"Visitante"
1277,2009,"Serie A","Flamengo","Bahia",38.6,32.2,331,91,29,17,3,5,1.64,1.75,"Local"
1277,2009,"Serie A","Bahia","Flamengo",61.4,67.8,511,97,21,12,2,4,1.05,1.04,"Visitante"
1278,2009,"Serie A","Athletico Paranaense","Red Bull Bragantino",59.8,86.1,541,132,38,9,2,6,1.18,1.27,"Local"
1278,2009,"Serie A","Red Bull Bragantino","Athletico Paranaense",40.2,13.9,333,65,13,10,2,4,0.98,1.01,"Visitante"
1279,2009,"Serie A","Internacional","Athletico Paranaense",59.6,70.9,556,132,35,10,3,7,1.73,1.73,"Local"
1279,2009,"Serie A","Athletico Paranaense","Internacional",40.4,29.1,328,81,15,8,0,5,0.48,0.49,"Visitante"
1280,2009,"Serie A","Vasco da Gama","Coritiba",35.9,31.6,370,86,28,14,2,6,1.33,1.43,"Local"
1280,2009,"Serie A","Coritiba","Vasco da Gama",64.1,68.4,565,113,18,8,1,5,0.77,0.88,"Visitante"
1281,2009,"Serie A","Botafogo","Flamengo",61.9,69.5,542,144,47,9,2,6,1.23,1.2,"Local"
1281,2009,"Serie A","Flamengo","Botafogo",38.1,30.5,313,66,11,7,1,4,0.65,0.8,"Visitante"
1282,2009,"Serie A","Palmeiras","Botafogo",53.5,56.1,460,125,20,11,1,4,0.76,0.83,"Local"
1282,2009,"Serie A","Botafogo","Palmeiras",46.5,43.9,392,91,18,7,2,4,1.01,1.16,"Visitante"
1283,2009,"Serie A","Fortaleza","Goias",57.3,53,501,140,16,9,2,4,1.09,1.03,"Local"
1283,2009,"Serie A","Goias","Fortaleza",42.7,47,356,81,17,11,1,6,0.76,0.73,"Visitante"
1284,2009,"Serie A","Athletico Paranaense","Red Bull Bragantino",52.9,55.9,490,121,17,10,0,4,0.43,0.45,"Local"
1284,2009,"Serie A","Red Bull Bragantino","Athletico Paranaense",47.1,44.1,397,78,13,11,3,4,1.42,1.11,"Visitante"
1285,2009,"Serie A","Goias","Gremio",37.7,33.2,310,76,26,18,3,5,1.47,1.77,"Local"
1285,2009,"Serie A","Gremio","Goias",62.3,66.8,521,128,29,10,3,4,1.38,1.07,"Visitante"
1286,2009,"Serie A","Athletico Paranaense","Fortaleza",56.5,55.8,469,120,15,9,0,4,0.41,0.38,"Local"
1286,2009,"Serie A","Fortaleza","Athletico Paranaense",43.5,44.2,418,85,20,10,3,4,1.38,1.52,"Visitante"
1287,2009,"Serie A","Santos","Internacional",68.9,87.6,568,163,47,8,4,6,1.92,1.83,"Local"
1287,2009,"Serie A","Internacional","Santos",31.1,12.4,266,51,9,12,3,3,1.36,1.58,"Visitante"
1288,2009,"Serie A","Botafogo","Internacional",63.3,84.7,589,136,44,8,1,8,0.94,0.85,"Local"
1288,2009,"Serie A","Internacional","Botafogo",36.7,15.3,313,63,14,10,3,4,1.43,1.21,"Visitante"
1289,2009,"Serie A","Sao Paulo","Coritiba",55,52.8,490,134,18,8,0,4,0.37,0.33,"Local"
1289,2009,"Serie A","Coritiba","Sao Paulo",45,47.2,403,77,16,9,3,4,1.37,1.33,"Visitante"
1290,2009,"Serie A","Botafogo","Corinthians",53.7,51.2,513,141,16,9,0,3,0.23,0.3,"Local"
1290,2009,"Serie A","Corinthians","Botafogo",46.3,48.8,388,79,16,6,0,5,0.31,0.33,"Visitante"
1291,2009,"Serie A","Flamengo","Fluminense",57.8,53.3,469,123,19,9,0,3,0.33,0.37,"Local"
1291,2009,"Serie A","Fluminense","Flamengo",42.2,46.7,369,74,12,5,3,3,1.33,1.11,"Visitante"
1292,2009,"Serie A","Fortaleza","America Mineiro",37.8,28.3,325,87,30,15,5,6,2.38,1.96,"Local"
1292,2009,"Serie A","America Mineiro","Fortaleza",62.2,71.7,514,107,23,10,2,4,1.02,1.02,"Visitante"
1293,2009,"Serie A","Coritiba","Vasco da Gama",56,53.3,550,135,22,10,0,4,0.38,0.49,"Local"
1293,2009,"Serie A","Vasco da Gama","Coritiba",44,46.7,411,84,19,8,1,6,0.81,0.73,"Visitante"
1294,2009,"Serie A","Athletico Paranaense","Goias",63,87.4,607,167,53,10,1,7,1.18,0.98,"Local"
1294,2009,"Serie A","Goias","Athletico Paranaense",37,12.6,313,77,16,7,0,5,0.38,0.37,"Visitante"
1295,2009,"Serie A","Fortaleza","Coritiba",41.6,31.5,342,99,34,16,2,4,1.19,1.47,"Local"
1295,2009,"Serie A","Coritiba","Fortaleza",58.4,68.5,455,101,20,8,2,4,1.14,1.42,"Visitante"
1296,2009,"Serie A","Athletico Paranaense","Coritiba",43.5,37.5,359,89,31,18,5,6,2.44,2.4,"Local"
1296,2009,"Serie A","Coritiba","Athletico Paranaense",56.5,62.5,474,104,22,7,3,5,1.61,1.83,"Visitante"
1297,2009,"Serie A","America Mineiro","Vasco da Gama",57.1,51.4,542,144,22,7,0,4,0.45,0.43,"Local"
1297,2009,"Serie A","Vasco da Gama","America Mineiro",42.9,48.6,373,92,16,8,1,4,0.73,0.91,"Visitante"
1298,2009,"Serie A","Red Bull Bragantino","Coritiba",38.8,29.6,328,93,32,17,4,5,1.8,1.84,"Local"
1298,2009,"Serie A","Coritiba","Red Bull Bragantino",61.2,70.4,520,110,19,7,3,2,1.28,1.43,"Visitante"
1299,2009,"Serie A","Corinthians","Vasco da Gama",38.4,36.1,349,91,35,11,2,5,1.08,1.06,"Local"
1299,2009,"Serie A","Vasco da Gama","Corinthians",61.6,63.9,513,98,18,8,2,5,1.18,1.39,"Visitante"
1300,2009,"Serie A","Bahia","Atletico Mineiro",54.9,50.2,473,110,16,10,0,4,0.42,0.5,"Local"
1300,2009,"Serie A","Atletico Mineiro","Bahia",45.1,49.8,400,82,18,10,2,4,1.1,0.93,"Visitante"
1301,2009,"Serie A","Atletico Mineiro","Sao Paulo",63.4,76.6,552,158,50,8,3,8,1.65,2.13,"Local"
1301,2009,"Serie A","Sao Paulo","Atletico Mineiro",36.6,23.4,310,77,16,12,1,4,0.61,0.61,"Visitante"
1302,2009,"Serie A","Corinthians","Goias",52.1,51.3,466,114,13,10,0,4,0.41,0.36,"Local"
1302,2009,"Serie A","Goias","Corinthians",47.9,48.7,444,111,20,9,3,3,1.37,1.37,"Visitante"
1303,2009,"Serie A","America Mineiro","Goias",57.8,56.6,507,133,16,10,2,4,1.12,1.14,"Local"
1303,2009,"Serie A","Goias","America Mineiro",42.2,43.4,374,72,16,7,0,4,0.33,0.34,"Visitante"
1304,2009,"Serie A","Flamengo","Red Bull Bragantino",68.2,84.3,550,157,45,10,2,7,1.4,1.74,"Local"
1304,2009,"Serie A","Red Bull Bragantino","Flamengo",31.8,15.7,253,56,13,6,1,4,0.72,0.83,"Visitante"
1305,2009,"Serie A","Bahia","Corinthians",58.2,56.3,522,122,14,9,0,4,0.43,0.55,"Local"
1305,2009,"Serie A","Corinthians","Bahia",41.8,43.7,360,77,14,9,0,4,0.25,0.24,"Visitante"
1306,2009,"Serie A","Botafogo","Flamengo",64.1,85,550,150,47,8,2,6,1.25,1.18,"Local"
1306,2009,"Serie A","Flamengo","Botafogo",35.9,15,296,60,13,10,0,4,0.44,0.38,"Visitante"
1307,2009,"Serie A","Botafogo","Corinthians",37.4,34.1,374,89,33,14,4,4,1.88,2.17,"Local"
1307,2009,"Serie A","Corinthians","Botafogo",62.6,65.9,502,117,25,13,0,4,0.26,0.25,"Visitante"
1308,2009,"Serie A","Bahia","Palmeiras",68.5,86.4,605,164,46,7,4,8,2.27,2.8,"Local"
1308,2009,"Serie A","Palmeiras","Bahia",31.5,13.6,251,61,11,13,0,5,0.42,0.35,"Visitante"
1309,2009,"Serie A","Bahia","Fortaleza",41.2,38.3,346,99,38,13,2,5,1.17,0.98,"Local"
1309,2009,"Serie A","Fortaleza","Bahia",58.8,61.7,497,94,16,8,2,6,1.19,1.07,"Visitante"
1310,2009,"Serie A","Fortaleza","Sao Paulo",62.3,79.7,546,138,42,7,1,7,0.94,0.9,"Local"
1310,2009,"Serie A","Sao Paulo","Fortaleza",37.7,20.3,308,72,17,10,3,4,1.38,1.11,"Visitante"
1311,2009,"Serie A","Botafogo","Athletico Paranaense",42.7,40.6,342,87,31,13,5,5,2.29,2.45,"Local"
1311,2009,"Serie A","Athletico Paranaense","Botafogo",57.3,59.4,449,98,21,10,3,4,1.52,1.38,"Visitante"
1312,2009,"Serie A","Palmeiras","Vasco da Gama",68.6,71,515,148,49,9,2,8,1.62,2.09,"Local"
1312,2009,"Serie A","Vasco da Gama","Palmeiras",31.4,29,278,59,12,8,3,6,1.56,1.78,"Visitante"
1313,2009,"Serie A","Botafogo","Athletico Paranaense",59.8,68.6,586,159,44,10,2,7,1.36,1.6,"Local"
1313,2009,"Serie A","Athletico Paranaense","Botafogo",40.2,31.4,343,84,15,8,0,4,0.39,0.31,"Visitante"
1314,2009,"Serie A","Vasco da Gama","Fortaleza",68.4,69.7,544,133,43,9,3,8,1.92,2.17,"Local"
1314,2009,"Serie A","Fortaleza","Vasco da Gama",31.6,30.3,247,47,10,8,2,5,1.17,1.21,"Visitante"
1315,2009,"Serie A","Athletico Paranaense","Coritiba",53,52.7,482,120,14,8,2,3,0.97,0.88,"Local"
1315,2009,"Serie A","Coritiba","Athletico Paranaense",47,47.3,393,97,18,8,1,2,0.53,0.57,"Visitante"
1316,2009,"Serie A","Goias","Gremio",70.8,85.8,541,140,42,9,4,8,2.12,2.12,"Local"
1316,2009,"Serie A","Gremio","Goias",29.2,14.2,264,65,13,5,2,6,1.13,1.31,"Visitante"
1317,2009,"Serie A","Athletico Paranaense","Sao Paulo",40.8,38.2,345,80,27,17,5,7,2.5,2.69,"Local"
1317,2009,"Serie A","Sao Paulo","Athletico Paranaense",59.2,61.8,508,98,22,10,2,5,1.14,1.09,"Visitante"
1318,2009,"Serie A","Vasco da Gama","Fortaleza",38.4,38.1,334,87,28,14,5,6,2.39,2.16,"Local"
1318,2009,"Serie A","Fortaleza","Vasco da Gama",61.6,61.9,536,109,19,7,0,5,0.4,0.33,"Visitante"
1319,2009,"Serie A","Red Bull Bragantino","Corinthians",58.8,87.9,500,128,43,8,4,7,2.12,1.77,"Local"
1319,2009,"Serie A","Corinthians","Red Bull Bragantino",41.2,12.1,354,86,20,10,2,3,0.92,1.09,"Visitante"
1320,2009,"Serie A","Athletico Paranaense","Goias",39,35.8,302,80,33,12,4,6,2.06,2.41,"Local"
1320,2009,"Serie A","Goias","Athletico Paranaense",61,64.2,514,113,22,7,0,4,0.33,0.32,"Visitante"
1321,2009,"Serie A","Athletico Paranaense","Botafogo",54.9,51.2,504,120,13,10,0,5,0.39,0.43,"Local"
1321,2009,"Serie A","Botafogo","Athletico Paranaense",45.1,48.8,395,80,18,8,2,4,1.11,1.31,"Visitante"
1322,2009,"Serie A","Fluminense","Fortaleza",39.1,28.4,339,94,37,12,2,7,1.3,1.38,"Local"
1322,2009,"Serie A","Fortaleza","Fluminense",60.9,71.6,523,122,25,7,3,3,1.29,0.97,"Visitante"
1323,2009,"Serie A","Goias","Santos",63.5,85.1,572,142,46,10,3,7,1.83,1.59,"Local"
1323,2009,"Serie A","Santos","Goias",36.5,14.9,313,60,10,8,2,5,1.17,1.08,"Visitante"
1324,2009,"Serie A","Santos","Flamengo",69.7,85.8,518,126,41,9,2,7,1.53,1.37,"Local"
1324,2009,"Serie A","Flamengo","Santos",30.3,14.2,265,51,9,8,2,5,1.24,1.46,"Visitante"
1325,2009,"Serie A","Goias","Coritiba",58,53.2,506,130,15,6,0,3,0.33,0.41,"Local"
1325,2009,"Serie A","Coritiba","Goias",42,46.8,336,78,16,9,0,6,0.54,0.53,"Visitante"
1326,2009,"Serie A","Bahia","Botafogo",55.8,56.7,489,137,19,7,1,3,0.67,0.86,"Local"
1326,2009,"Serie A","Botafogo","Bahia",44.2,43.3,353,78,15,9,3,4,1.43,1.32,"Visitante"
1327,2009,"Serie A","Vasco da Gama","Fluminense",56.8,55.3,484,121,17,9,0,3,0.35,0.36,"Local"
1327,2009,"Serie A","Fluminense","Vasco da Gama",43.2,44.7,339,78,18,10,2,4,1.12,1.2,"Visitante"
1328,2009,"Serie A","Internacional","Gremio",40.1,34.4,370,90,29,15,5,6,2.4,2.81,"Local"
1328,2009,"Serie A","Gremio","Internacional",59.9,65.6,501,111,19,9,3,4,1.5,1.39,"Visitante"
1329,2009,"Serie A","Corinthians","Vasco da Gama",35.4,39.2,307,85,28,15,5,5,2.29,2.68,"Local"
1329,2009,"Serie A","Vasco da Gama","Corinthians",64.6,60.8,543,125,23,8,1,2,0.49,0.41,"Visitante"
1330,2009,"Serie A","Cuiaba","Coritiba",58.6,54,499,129,14,12,0,4,0.29,0.36,"Local"
1330,2009,"Serie A","Coritiba","Cuiaba",41.4,46,353,82,16,8,1,6,0.9,1.03,"Visitante"
1331,2009,"Serie A","Corinthians","Fortaleza",55.7,52.7,483,129,17,8,0,4,0.28,0.29,"Local"
1331,2009,"Serie A","Fortaleza","Corinthians",44.3,47.3,404,79,13,8,1,3,0.63,0.72,"Visitante"
1332,2009,"Serie A","Internacional","Bahia",37.4,31.9,322,90,37,14,5,5,2.37,2.43,"Local"
1332,2009,"Serie A","Bahia","Internacional",62.6,68.1,516,98,17,7,2,4,0.96,1.04,"Visitante"
1333,2009,"Serie A","Atletico Mineiro","Cuiaba",39.3,34.3,358,91,36,19,4,6,2.07,1.96,"Local"
1333,2009,"Serie A","Cuiaba","Atletico Mineiro",60.7,65.7,532,120,22,9,1,5,0.85,0.64,"Visitante"
1334,2009,"Serie A","Goias","Internacional",58.2,54.4,481,119,16,10,0,3,0.3,0.26,"Local"
1334,2009,"Serie A","Internacional","Goias",41.8,45.6,339,74,15,8,2,5,1.27,1.17,"Visitante"
1335,2009,"Serie A","Bahia","Cruzeiro",55.4,56.7,500,120,15,10,1,4,0.77,0.92,"Local"
1335,2009,"Serie A","Cruzeiro","Bahia",44.6,43.3,386,96,18,9,2,3,0.93,0.91,"Visitante"
1336,2009,"Serie A","Athletico Paranaense","America Mineiro",38.1,28.3,323,75,29,20,5,3,2.02,2.38,"Local"
1336,2009,"Serie A","America Mineiro","Athletico Paranaense",61.9,71.7,493,98,17,11,1,3,0.62,0.58,"Visitante"
1337,2009,"Serie A","America Mineiro","Vasco da Gama",34,40.3,317,79,31,15,5,6,2.33,2.82,"Local"
1337,2009,"Serie A","Vasco da Gama","America Mineiro",66,59.7,557,126,23,13,3,3,1.3,1.56,"Visitante"
1338,2009,"Serie A","Fortaleza","Goias",43.8,40.9,306,71,27,15,5,4,2.09,2.26,"Local"
1338,2009,"Serie A","Goias","Fortaleza",56.2,59.1,473,99,18,6,3,3,1.34,1.43,"Visitante"
1339,2009,"Serie A","Gremio","Goias",64.9,79.6,548,146,41,8,3,8,1.97,1.87,"Local"
1339,2009,"Serie A","Goias","Gremio",35.1,20.4,247,60,13,8,2,4,1.12,0.91,"Visitante"
1340,2009,"Serie A","Palmeiras","Coritiba",71.3,75.9,506,116,39,13,3,7,1.86,2.07,"Local"
1340,2009,"Serie A","Coritiba","Palmeiras",28.7,24.1,244,54,11,9,1,5,0.74,0.79,"Visitante"
1341,2009,"Serie A","Internacional","Palmeiras",57.4,53.9,480,129,18,9,0,3,0.33,0.38,"Local"
1341,2009,"Serie A","Palmeiras","Internacional",42.6,46.1,362,72,16,7,1,4,0.79,0.82,"Visitante"
1342,2009,"Serie A","Fortaleza","Cruzeiro",37,31.2,311,78,29,17,3,4,1.4,1.4,"Local"
1342,2009,"Serie A","Cruzeiro","Fortaleza",63,68.8,521,117,26,10,2,5,1.19,1.15,"Visitante"
1343,2009,"Serie A","Atletico Mineiro","Vasco da Gama",59.5,53.7,493,138,21,8,0,3,0.25,0.31,"Local"
1343,2009,"Serie A","Vasco da Gama","Atletico Mineiro",40.5,46.3,339,68,11,8,0,3,0.32,0.33,"Visitante"
1344,2009,"Serie A","Fluminense","Atletico Mineiro",40.4,41,355,89,32,14,5,7,2.57,2.22,"Local"
1344,2009,"Serie A","Atletico Mineiro","Fluminense",59.6,59,461,88,19,11,2,5,1.19,1.26,"Visitante"
1345,2009,"Serie A","Goias","Red Bull Bragantino",40.6,30.8,325,92,35,19,3,4,1.5,1.85,"Local"
1345,2009,"Serie A","Red Bull Bragantino","Goias",59.4,69.2,469,106,19,8,1,3,0.62,0.66,"Visitante"
1346,2009,"Serie A","Sao Paulo","Fluminense",55.7,52.4,489,142,19,9,0,2,0.16,0.18,"Local"
1346,2009,"Serie A","Fluminense","Sao Paulo",44.3,47.6,382,90,16,4,1,4,0.8,0.93,"Visitante"
1347,2009,"Serie A","Athletico Paranaense","Gremio",58.8,53.6,462,113,18,9,1,3,0.59,0.48,"Local"
1347,2009,"Serie A","Gremio","Athletico Paranaense",41.2,46.4,374,75,17,12,2,6,1.09,1.01,"Visitante"
1348,2009,"Serie A","Coritiba","Fortaleza",62.5,84.3,560,151,41,8,1,6,1.05,1.26,"Local"
1348,2009,"Serie A","Fortaleza","Coritiba",37.5,15.7,301,71,12,10,1,5,0.89,1.09,"Visitante"
1349,2009,"Serie A","Bahia","Corinthians",62.4,76.9,573,145,44,9,3,7,1.59,1.4,"Local"
1349,2009,"Serie A","Corinthians","Bahia",37.6,23.1,325,64,15,7,2,5,1.2,0.91,"Visitante"
1350,2009,"Serie A","Red Bull Bragantino","Atletico Mineiro",59.1,73.7,575,139,41,8,1,9,1.09,1.26,"Local"
1350,2009,"Serie A","Atletico Mineiro","Red Bull Bragantino",40.9,26.3,342,85,18,5,0,3,0.25,0.28,"Visitante"
1351,2009,"Serie A","Atletico Mineiro","Bahia",35.3,39.8,332,81,27,14,5,5,2.36,3.05,"Local"
1351,2009,"Serie A","Bahia","Atletico Mineiro",64.7,60.2,528,128,22,9,1,4,0.62,0.59,"Visitante"
1352,2009,"Serie A","Atletico Mineiro","Sao Paulo",34.2,31.4,306,80,27,19,4,7,1.95,1.57,"Local"
1352,2009,"Serie A","Sao Paulo","Atletico Mineiro",65.8,68.6,550,135,22,8,0,4,0.33,0.36,"Visitante"
1353,2009,"Serie A","Coritiba","Vasco da Gama",57.5,52.5,518,130,18,10,0,2,0.16,0.18,"Local"
1353,2009,"Serie A","Vasco da Gama","Coritiba",42.5,47.5,377,74,14,9,1,6,0.75,0.85,"Visitante"
1354,2009,"Serie A","Fluminense","Athletico Paranaense",37.9,28.9,319,82,29,16,4,4,1.72,2.04,"Local"
1354,2009,"Serie A","Athletico Paranaense","Fluminense",62.1,71.1,516,115,19,7,2,5,1.03,1.24,"Visitante"
1355,2009,"Serie A","Athletico Paranaense","Goias",41.9,36.9,351,89,30,16,2,5,1.32,1.31,"Local"
1355,2009,"Serie A","Goias","Athletico Paranaense",58.1,63.1,432,91,15,7,1,3,0.61,0.65,"Visitante"
1356,2009,"Serie A","Palmeiras","Santos",68.6,71.3,612,176,59,12,1,8,1.32,1.08,"Local"
1356,2009,"Serie A","Santos","Palmeiras",31.4,28.7,241,54,13,7,3,5,1.55,1.22,"Visitante"
