"id_partido","temporada","torneo","equipo","rival","posesion","momentum","pases","pases_ultimo_tercio","pases_area_rival","pases_entre_lineas","grandes_ocasiones","remates_al_arco","xG","xGOT","condicion"
1069,2017,"Apertura","Deportes Tolima","Junior",37.4,29.8,293,51,9,6,1,3,0.53,0.5,"Visitante"
1070,2017,"Apertura","Aguilas Doradas","Atletico Bucaramanga",65.1,70.8,457,93,25,5,3,5,1.24,1.26,"Local"
1070,2017,"Apertura","Atletico Bucaramanga","Aguilas Doradas",34.9,29.2,278,53,9,6,1,3,0.57,0.45,"Visitante"
1071,2017,"Apertura","Deportivo Pasto","Deportes Tolima",44.8,33,319,78,26,12,3,6,1.45,1.17,"Local"
1071,2017,"Apertura","Deportes Tolima","Deportivo Pasto",55.2,67,410,88,18,7,0,3,0.18,0.17,"Visitante"
1072,2017,"Apertura","America de Cali","Aguilas Doradas",38.7,39.7,293,63,20,10,2,5,0.98,0.72,"Local"
1072,2017,"Apertura","Aguilas Doradas","America de Cali",61.3,60.3,455,90,15,5,0,5,0.4,0.44,"Visitante"
1073,2017,"Apertura","Boyaca Chico","Junior",40.1,40.3,296,72,25,9,4,4,1.66,1.66,"Local"
1073,2017,"Apertura","Junior","Boyaca Chico",59.9,59.7,445,87,17,8,2,5,1.07,1.12,"Visitante"
1074,2017,"Apertura","Jaguares","Patriotas",51.1,48.9,425,82,10,8,0,3,0.25,0.18,"Local"
1074,2017,"Apertura","Patriotas","Jaguares",48.9,51.1,334,69,11,8,0,2,0.14,0.11,"Visitante"
1075,2017,"Apertura","Deportivo Pasto","Atletico Nacional",40.7,34.6,327,80,27,12,2,5,1,1.02,"Local"
1075,2017,"Apertura","Atletico Nacional","Deportivo Pasto",59.3,65.4,462,86,14,5,0,1,0.07,0.05,"Visitante"
1076,2017,"Apertura","Independiente Medellin","Boyaca Chico",52.8,53.4,406,98,13,8,2,3,0.85,0.63,"Local"
1076,2017,"Apertura","Boyaca Chico","Independiente Medellin",47.2,46.6,337,76,10,6,2,5,1.06,0.96,"Visitante"
1077,2017,"Apertura","Santa Fe","Deportes Tolima",65.6,64.6,435,107,23,7,2,4,0.98,0.85,"Local"
1077,2017,"Apertura","Deportes Tolima","Santa Fe",34.4,35.4,261,59,11,8,2,4,0.98,0.73,"Visitante"
1078,2017,"Apertura","Jaguares","Deportes Tolima",55.8,65.9,443,94,23,4,2,4,0.95,0.83,"Local"
1078,2017,"Apertura","Deportes Tolima","Jaguares",44.2,34.1,341,70,9,7,0,5,0.3,0.27,"Visitante"
1079,2017,"Apertura","Fortaleza CEIF","Atletico Bucaramanga",50.8,54.4,419,83,9,7,2,3,0.84,0.91,"Local"
1079,2017,"Apertura","Atletico Bucaramanga","Fortaleza CEIF",49.2,45.6,351,69,9,9,1,3,0.52,0.48,"Visitante"
1080,2017,"Apertura","Envigado","Fortaleza CEIF",65.9,68.1,483,92,21,6,3,7,1.61,1.23,"Local"
1080,2017,"Apertura","Fortaleza CEIF","Envigado",34.1,31.9,240,53,10,6,2,3,0.89,0.72,"Visitante"
1081,2017,"Apertura","Independiente Medellin","Boyaca Chico",55.2,50.6,458,100,10,6,2,1,0.72,0.73,"Local"
1081,2017,"Apertura","Boyaca Chico","Independiente Medellin",44.8,49.4,307,53,9,3,0,5,0.26,0.27,"Visitante"
1082,2017,"Apertura","Millonarios","Jaguares",37.2,36.1,274,53,16,11,2,5,0.94,0.87,"Local"
1082,2017,"Apertura","Jaguares","Millonarios",62.8,63.9,480,98,13,7,1,2,0.45,0.38,"Visitante"
1083,2017,"Apertura","America de Cali","Junior",65.7,62.7,450,92,25,8,3,7,1.46,1.65,"Local"
1083,2017,"Apertura","Junior","America de Cali",34.3,37.3,257,58,11,7,2,5,0.97,0.71,"Visitante"
1084,2017,"Apertura","Deportivo Pereira","America de Cali",36.4,44.8,320,61,20,11,1,4,0.53,0.6,"Local"
1084,2017,"Apertura","America de Cali","Deportivo Pereira",63.6,55.2,495,105,18,5,2,3,0.84,0.89,"Visitante"
1085,2017,"Apertura","Deportivo Cali","Boyaca Chico",55.2,55.4,413,103,11,5,0,2,0.16,0.18,"Local"
1085,2017,"Apertura","Boyaca Chico","Deportivo Cali",44.8,44.6,360,63,10,5,0,3,0.2,0.19,"Visitante"
1086,2017,"Apertura","Boyaca Chico","Once Caldas",42.5,45.4,276,64,22,14,1,6,0.84,0.59,"Local"
1086,2017,"Apertura","Once Caldas","Boyaca Chico",57.5,54.6,450,101,18,5,1,3,0.54,0.4,"Visitante"
1087,2017,"Apertura","Patriotas","Boyaca Chico",62.4,67.8,511,120,29,6,2,6,1.08,0.79,"Local"
1087,2017,"Apertura","Boyaca Chico","Patriotas",37.6,32.2,278,59,9,6,1,2,0.46,0.44,"Visitante"
1088,2017,"Apertura","Deportivo Cali","Fortaleza CEIF",52.5,54.6,407,92,10,7,2,3,0.82,0.91,"Local"
1088,2017,"Apertura","Fortaleza CEIF","Deportivo Cali",47.5,45.4,372,83,17,5,1,4,0.54,0.4,"Visitante"
1089,2017,"Apertura","Patriotas","Boyaca Chico",45.2,45.1,306,66,18,12,3,4,1.26,0.99,"Local"
1089,2017,"Apertura","Boyaca Chico","Patriotas",54.8,54.9,403,90,18,5,1,2,0.46,0.36,"Visitante"
1090,2017,"Apertura","Deportivo Pasto","Jaguares",57.8,68.1,472,110,26,5,1,3,0.57,0.64,"Local"
1090,2017,"Apertura","Jaguares","Deportivo Pasto",42.2,31.9,303,61,8,8,2,2,0.81,0.66,"Visitante"
1091,2017,"Apertura","Envigado","Deportes Tolima",54.6,51.9,435,91,9,6,1,4,0.55,0.42,"Local"
1091,2017,"Apertura","Deportes Tolima","Envigado",45.4,48.1,355,69,9,7,1,1,0.41,0.43,"Visitante"
1092,2017,"Apertura","Once Caldas","Envigado",56,51.8,431,99,10,7,2,2,0.8,0.65,"Local"
1092,2017,"Apertura","Envigado","Once Caldas",44,48.2,321,73,14,7,1,3,0.54,0.55,"Visitante"
1093,2017,"Apertura","Independiente Medellin","Jaguares",55.9,54.9,443,93,10,6,0,3,0.18,0.16,"Local"
1093,2017,"Apertura","Jaguares","Independiente Medellin",44.1,45.1,358,68,9,8,1,4,0.65,0.47,"Visitante"
1094,2017,"Apertura","Boyaca Chico","Deportes Tolima",62.1,64.2,514,110,28,7,2,4,0.91,0.71,"Local"
1094,2017,"Apertura","Deportes Tolima","Boyaca Chico",37.9,35.8,308,61,8,5,1,4,0.53,0.57,"Visitante"
1095,2017,"Apertura","Fortaleza CEIF","Deportivo Pereira",37.5,43.6,316,79,26,9,3,4,1.31,1.29,"Local"
1095,2017,"Apertura","Deportivo Pereira","Fortaleza CEIF",62.5,56.4,520,118,16,6,0,3,0.22,0.24,"Visitante"
1096,2017,"Apertura","Aguilas Doradas","Junior",60.7,71.6,448,92,24,6,1,6,0.72,0.76,"Local"
1096,2017,"Apertura","Junior","Aguilas Doradas",39.3,28.4,307,67,9,7,0,4,0.36,0.3,"Visitante"
1097,2017,"Apertura","Deportivo Pereira","Once Caldas",55.2,50.5,412,90,11,5,0,3,0.2,0.21,"Local"
1097,2017,"Apertura","Once Caldas","Deportivo Pereira",44.8,49.5,357,65,12,4,1,3,0.48,0.34,"Visitante"
1098,2017,"Apertura","Once Caldas","Junior",38,44.2,307,62,18,12,4,5,1.61,1.9,"Local"
1098,2017,"Apertura","Junior","Once Caldas",62,55.8,464,95,17,3,2,5,0.97,0.79,"Visitante"
1099,2017,"Apertura","La Equidad","Santa Fe",51.9,53.4,403,98,12,6,1,3,0.51,0.49,"Local"
1099,2017,"Apertura","Santa Fe","La Equidad",48.1,46.6,338,58,11,7,0,2,0.11,0.1,"Visitante"
1100,2017,"Apertura","Santa Fe","La Equidad",55.6,54.1,445,91,9,5,1,2,0.45,0.36,"Local"
1100,2017,"Apertura","La Equidad","Santa Fe",44.4,45.9,321,62,10,6,0,1,0.05,0.06,"Visitante"
1101,2017,"Finalizacion","Deportivo Cali","Boyaca Chico",50.8,48.2,425,81,8,7,2,2,0.81,0.72,"Local"
1101,2017,"Finalizacion","Boyaca Chico","Deportivo Cali",49.2,51.8,331,65,10,3,0,2,0.18,0.13,"Visitante"
1102,2017,"Finalizacion","Deportivo Pasto","Deportivo Pereira",50.2,49.9,435,107,14,7,0,3,0.23,0.2,"Local"
1102,2017,"Finalizacion","Deportivo Pereira","Deportivo Pasto",49.8,50.1,370,82,12,4,1,3,0.52,0.55,"Visitante"
1103,2017,"Finalizacion","Jaguares","Atletico Bucaramanga",57.6,73.7,503,106,26,5,1,7,0.8,0.72,"Local"
1103,2017,"Finalizacion","Atletico Bucaramanga","Jaguares",42.4,26.3,379,82,11,7,2,4,0.9,1.02,"Visitante"
1104,2017,"Finalizacion","Alianza","Deportes Tolima",41.3,38.7,310,72,23,13,1,5,0.66,0.7,"Local"
1104,2017,"Finalizacion","Deportes Tolima","Alianza",58.7,61.3,413,72,10,5,1,5,0.71,0.56,"Visitante"
1105,2017,"Finalizacion","Fortaleza CEIF","Patriotas",56.3,48.9,406,78,9,5,1,3,0.51,0.52,"Local"
1105,2017,"Finalizacion","Patriotas","Fortaleza CEIF",43.7,51.1,336,70,10,5,2,5,1.11,0.9,"Visitante"
1106,2017,"Finalizacion","Aguilas Doradas","Atletico Bucaramanga",57.7,48.1,445,100,11,5,2,3,0.91,1.06,"Local"
1106,2017,"Finalizacion","Atletico Bucaramanga","Aguilas Doradas",42.3,51.9,315,68,9,7,2,4,1,0.9,"Visitante"
1107,2017,"Finalizacion","Independiente Medellin","Atletico Bucaramanga",52.6,54.9,416,102,9,5,0,2,0.16,0.15,"Local"
1107,2017,"Finalizacion","Atletico Bucaramanga","Independiente Medellin",47.4,45.1,382,87,15,5,2,3,0.82,0.84,"Visitante"
1108,2017,"Finalizacion","Independiente Medellin","Deportivo Pereira",59.2,72.1,479,91,23,6,1,7,0.75,0.85,"Local"
1108,2017,"Finalizacion","Deportivo Pereira","Independiente Medellin",40.8,27.9,297,54,8,5,1,1,0.39,0.41,"Visitante"
1109,2017,"Finalizacion","Independiente Medellin","Boyaca Chico",66.5,66.6,404,95,23,7,1,7,0.89,0.68,"Local"
1109,2017,"Finalizacion","Boyaca Chico","Independiente Medellin",33.5,33.4,245,45,6,5,1,4,0.57,0.49,"Visitante"
1110,2017,"Finalizacion","Envigado","Deportivo Pereira",63.6,70.4,436,101,23,6,3,5,1.36,1.12,"Local"
1110,2017,"Finalizacion","Deportivo Pereira","Envigado",36.4,29.6,284,53,8,5,1,4,0.68,0.74,"Visitante"
1111,2017,"Finalizacion","Aguilas Doradas","Patriotas",55.4,49.9,438,97,12,7,0,3,0.23,0.25,"Local"
1111,2017,"Finalizacion","Patriotas","Aguilas Doradas",44.6,50.1,319,64,9,6,0,3,0.22,0.25,"Visitante"
1112,2017,"Finalizacion","Millonarios","Deportivo Pasto",62.9,68.5,414,100,24,6,3,5,1.39,1.62,"Local"
1112,2017,"Finalizacion","Deportivo Pasto","Millonarios",37.1,31.5,319,61,8,5,2,4,0.94,0.76,"Visitante"
1113,2017,"Finalizacion","Aguilas Doradas","Santa Fe",44.4,39.6,301,70,21,10,3,5,1.3,1.07,"Local"
1113,2017,"Finalizacion","Santa Fe","Aguilas Doradas",55.6,60.4,417,84,12,7,0,1,0.06,0.05,"Visitante"
1114,2017,"Finalizacion","Atletico Nacional","Deportes Tolima",38.3,36.6,288,56,16,9,4,5,1.73,1.89,"Local"
1114,2017,"Finalizacion","Deportes Tolima","Atletico Nacional",61.7,63.4,453,83,16,7,1,4,0.64,0.7,"Visitante"
1115,2017,"Finalizacion","Atletico Bucaramanga","Deportes Tolima",50.8,48.4,412,87,11,6,0,2,0.13,0.12,"Local"
1115,2017,"Finalizacion","Deportes Tolima","Atletico Bucaramanga",49.2,51.6,367,82,11,6,2,3,0.82,0.67,"Visitante"
1116,2017,"Finalizacion","Atletico Bucaramanga","Deportes Tolima",42.1,33.8,272,63,20,11,1,6,0.69,0.64,"Local"
1116,2017,"Finalizacion","Deportes Tolima","Atletico Bucaramanga",57.9,66.2,438,87,11,4,1,2,0.48,0.48,"Visitante"
1117,2017,"Finalizacion","Deportes Tolima","Deportivo Pereira",51.1,48.7,432,106,10,8,2,4,0.93,0.94,"Local"
1117,2017,"Finalizacion","Deportivo Pereira","Deportes Tolima",48.9,51.3,339,59,9,4,2,3,0.89,0.71,"Visitante"
1118,2017,"Finalizacion","Santa Fe","Jaguares",51.9,49.7,422,105,10,7,1,2,0.5,0.38,"Local"
1118,2017,"Finalizacion","Jaguares","Santa Fe",48.1,50.3,364,63,8,7,0,3,0.22,0.23,"Visitante"
1119,2017,"Finalizacion","Millonarios","Junior",57.2,53.6,391,87,9,6,1,3,0.51,0.52,"Local"
1119,2017,"Finalizacion","Junior","Millonarios",42.8,46.4,314,67,12,4,2,3,0.92,0.72,"Visitante"
1120,2017,"Finalizacion","Boyaca Chico","Deportivo Pasto",40.4,32,361,71,24,11,1,4,0.58,0.56,"Local"
1120,2017,"Finalizacion","Deportivo Pasto","Boyaca Chico",59.6,68,446,94,11,7,0,4,0.32,0.23,"Visitante"
1121,2017,"Finalizacion","Fortaleza CEIF","Alianza",43,44.7,314,65,19,12,4,4,1.64,1.48,"Local"
1121,2017,"Finalizacion","Alianza","Fortaleza CEIF",57,55.3,442,95,15,5,2,5,1.07,1.07,"Visitante"
1122,2017,"Finalizacion","Alianza","Once Caldas",58.4,62.3,455,108,29,5,2,5,1.04,0.99,"Local"
1122,2017,"Finalizacion","Once Caldas","Alianza",41.6,37.7,292,53,9,4,1,2,0.45,0.4,"Visitante"
1123,2017,"Finalizacion","Aguilas Doradas","Santa Fe",44.7,40.6,279,62,17,11,2,5,0.95,0.87,"Local"
1123,2017,"Finalizacion","Santa Fe","Aguilas Doradas",55.3,59.4,418,77,10,8,0,4,0.26,0.24,"Visitante"
1124,2017,"Finalizacion","Junior","La Equidad",50.8,50.9,458,88,8,8,2,3,0.87,0.7,"Local"
1124,2017,"Finalizacion","La Equidad","Junior",49.2,49.1,367,83,13,4,2,3,0.87,0.76,"Visitante"
1125,2017,"Finalizacion","Aguilas Doradas","America de Cali",43.4,43.9,276,53,15,11,4,4,1.59,1.32,"Local"
1125,2017,"Finalizacion","America de Cali","Aguilas Doradas",56.6,56.1,397,78,10,6,1,4,0.63,0.63,"Visitante"
1126,2017,"Finalizacion","Independiente Medellin","Boyaca Chico",64.4,80,477,94,21,7,1,6,0.72,0.56,"Local"
1126,2017,"Finalizacion","Boyaca Chico","Independiente Medellin",35.6,20,253,45,8,6,2,2,0.79,0.63,"Visitante"
1127,2017,"Finalizacion","Envigado","Deportivo Pereira",41.6,36.6,313,72,24,8,1,5,0.63,0.71,"Local"
1127,2017,"Finalizacion","Deportivo Pereira","Envigado",58.4,63.4,429,96,14,8,2,3,0.9,0.68,"Visitante"
1128,2017,"Finalizacion","Aguilas Doradas","Santa Fe",43.1,43.1,306,68,19,11,2,6,1.01,1.09,"Local"
1128,2017,"Finalizacion","Santa Fe","Aguilas Doradas",56.9,56.9,437,94,12,3,1,3,0.54,0.46,"Visitante"
1129,2017,"Finalizacion","Aguilas Doradas","Alianza",56.4,50.2,400,91,9,7,2,4,1,0.71,"Local"
1129,2017,"Finalizacion","Alianza","Aguilas Doradas",43.6,49.8,316,72,11,7,0,3,0.26,0.25,"Visitante"
1130,2017,"Finalizacion","La Equidad","Millonarios",57.4,50.6,437,101,10,6,0,2,0.11,0.11,"Local"
1130,2017,"Finalizacion","Millonarios","La Equidad",42.6,49.4,317,64,12,5,2,4,0.95,1.07,"Visitante"
1131,2017,"Finalizacion","Aguilas Doradas","Boyaca Chico",40,40.2,306,69,20,12,1,4,0.68,0.75,"Local"
1131,2017,"Finalizacion","Boyaca Chico","Aguilas Doradas",60,59.8,448,78,13,6,0,3,0.24,0.27,"Visitante"
1132,2017,"Finalizacion","La Equidad","Atletico Nacional",36.6,36.3,324,73,25,10,3,3,1.24,1.27,"Local"
1132,2017,"Finalizacion","Atletico Nacional","La Equidad",63.4,63.7,496,88,11,6,1,4,0.66,0.62,"Visitante"
1133,2017,"Finalizacion","America de Cali","Once Caldas",40.3,44.1,331,74,23,12,1,3,0.57,0.61,"Local"
1133,2017,"Finalizacion","Once Caldas","America de Cali",59.7,55.9,462,100,19,5,1,4,0.64,0.52,"Visitante"
1134,2017,"Finalizacion","Atletico Nacional","Patriotas",44.3,36,322,75,26,11,4,4,1.62,1.87,"Local"
1134,2017,"Finalizacion","Patriotas","Atletico Nacional",55.7,64,425,79,12,4,0,5,0.31,0.31,"Visitante"
1135,2017,"Finalizacion","Santa Fe","America de Cali",52.6,53.1,441,93,9,6,1,4,0.62,0.63,"Local"
1135,2017,"Finalizacion","America de Cali","Santa Fe",47.4,46.9,366,67,10,7,0,2,0.13,0.1,"Visitante"
1136,2017,"Finalizacion","America de Cali","Boyaca Chico",67,75.3,431,89,21,5,1,9,0.84,0.85,"Local"
1136,2017,"Finalizacion","Boyaca Chico","America de Cali",33,24.7,273,59,9,11,1,4,0.6,0.57,"Visitante"
1137,2017,"Finalizacion","Deportivo Pasto","Deportes Tolima",40.1,32.4,313,75,20,13,1,4,0.61,0.69,"Local"
1137,2017,"Finalizacion","Deportes Tolima","Deportivo Pasto",59.9,67.6,479,98,16,7,2,3,0.89,0.75,"Visitante"
1138,2017,"Finalizacion","Once Caldas","Patriotas",62.2,65.9,462,104,24,6,1,5,0.71,0.82,"Local"
1138,2017,"Finalizacion","Patriotas","Once Caldas",37.8,34.1,293,65,8,5,1,6,0.7,0.68,"Visitante"
1139,2017,"Finalizacion","Deportes Tolima","America de Cali",36.8,36.4,292,70,19,13,3,3,1.23,1.19,"Local"
1139,2017,"Finalizacion","America de Cali","Deportes Tolima",63.2,63.6,469,102,13,5,1,2,0.45,0.32,"Visitante"
1140,2017,"Finalizacion","Millonarios","Junior",60.1,67.7,460,114,27,5,1,8,0.81,0.9,"Local"
1140,2017,"Finalizacion","Junior","Millonarios",39.9,32.3,329,72,14,4,1,4,0.59,0.55,"Visitante"
1141,2017,"Finalizacion","Deportivo Cali","Millonarios",36.3,45.6,291,60,19,10,4,4,1.59,1.45,"Local"
1141,2017,"Finalizacion","Millonarios","Deportivo Cali",63.7,54.4,484,105,15,5,1,3,0.57,0.45,"Visitante"
1142,2017,"Finalizacion","Millonarios","Boyaca Chico",39.3,35.5,342,73,20,11,1,4,0.64,0.53,"Local"
1142,2017,"Finalizacion","Boyaca Chico","Millonarios",60.7,64.5,462,84,11,6,1,4,0.68,0.5,"Visitante"
1143,2017,"Finalizacion","Deportivo Pasto","Atletico Nacional",61.4,79,423,101,27,6,3,6,1.35,1.42,"Local"
1143,2017,"Finalizacion","Atletico Nacional","Deportivo Pasto",38.6,21,309,67,9,9,1,2,0.44,0.4,"Visitante"
1144,2017,"Finalizacion","Atletico Nacional","Deportivo Pasto",41.9,33.3,301,61,19,10,1,3,0.5,0.58,"Local"
1144,2017,"Finalizacion","Deportivo Pasto","Atletico Nacional",58.1,66.7,418,91,13,6,2,2,0.81,0.7,"Visitante"
1145,2017,"Finalizacion","Alianza","Deportivo Cali",57.6,55.7,416,86,8,5,2,4,0.89,0.89,"Local"
1145,2017,"Finalizacion","Deportivo Cali","Alianza",42.4,44.3,316,58,11,6,1,4,0.56,0.52,"Visitante"
1146,2017,"Finalizacion","Patriotas","Envigado",57.7,55.6,424,91,9,6,0,2,0.15,0.14,"Local"
1146,2017,"Finalizacion","Envigado","Patriotas",42.3,44.4,304,70,9,5,1,3,0.54,0.49,"Visitante"
1147,2017,"Finalizacion","Deportivo Cali","Millonarios",61.1,65.3,421,87,19,7,1,6,0.67,0.61,"Local"
1147,2017,"Finalizacion","Millonarios","Deportivo Cali",38.9,34.7,276,53,9,6,0,3,0.15,0.12,"Visitante"
1148,2017,"Finalizacion","Alianza","Santa Fe",52.4,49.3,437,96,12,7,1,2,0.5,0.43,"Local"
1148,2017,"Finalizacion","Santa Fe","Alianza",47.6,50.7,365,67,13,3,0,2,0.13,0.12,"Visitante"
1149,2017,"Finalizacion","Fortaleza CEIF","Envigado",45.7,44.9,330,75,23,10,1,4,0.69,0.59,"Local"
1149,2017,"Finalizacion","Envigado","Fortaleza CEIF",54.3,55.1,384,79,14,6,2,3,0.82,0.8,"Visitante"
1150,2017,"Finalizacion","Jaguares","Deportivo Cali",44.1,41.1,349,87,28,9,1,3,0.52,0.6,"Local"
1150,2017,"Finalizacion","Deportivo Cali","Jaguares",55.9,58.9,446,83,11,7,1,2,0.51,0.56,"Visitante"
1151,2017,"Finalizacion","America de Cali","Junior",55.6,65.6,474,93,21,7,1,6,0.68,0.77,"Local"
1151,2017,"Finalizacion","Junior","America de Cali",44.4,34.4,290,60,9,7,1,2,0.44,0.39,"Visitante"
1152,2017,"Finalizacion","Millonarios","Santa Fe",56.1,51.5,432,97,10,7,0,3,0.2,0.21,"Local"
1152,2017,"Finalizacion","Santa Fe","Millonarios",43.9,48.5,332,59,11,7,1,5,0.64,0.59,"Visitante"
1153,2017,"Finalizacion","Jaguares","Santa Fe",41.3,39,306,67,18,11,2,5,1.04,0.89,"Local"
1153,2017,"Finalizacion","Santa Fe","Jaguares",58.7,61,433,93,16,7,0,4,0.28,0.25,"Visitante"
1154,2017,"Finalizacion","Aguilas Doradas","Jaguares",64.5,77.8,473,110,24,6,3,6,1.47,1.33,"Local"
1154,2017,"Finalizacion","Jaguares","Aguilas Doradas",35.5,22.2,267,47,9,9,1,5,0.61,0.54,"Visitante"
1155,2017,"Finalizacion","Deportivo Pasto","America de Cali",39,32.9,316,69,23,11,2,3,0.87,0.74,"Local"
1155,2017,"Finalizacion","America de Cali","Deportivo Pasto",61,67.1,436,81,11,8,1,3,0.58,0.63,"Visitante"
1156,2017,"Finalizacion","Deportivo Cali","Alianza",51.3,54.6,436,93,10,4,0,3,0.21,0.22,"Local"
1156,2017,"Finalizacion","Alianza","Deportivo Cali",48.7,45.4,393,90,17,6,1,2,0.48,0.36,"Visitante"
1157,2017,"Finalizacion","Independiente Medellin","Envigado",42.6,44.6,292,59,21,9,3,5,1.42,1.56,"Local"
1157,2017,"Finalizacion","Envigado","Independiente Medellin",57.4,55.4,367,77,15,9,0,3,0.25,0.28,"Visitante"
1158,2017,"Finalizacion","Jaguares","Junior",50.7,53.8,390,84,8,7,0,3,0.25,0.18,"Local"
1158,2017,"Finalizacion","Junior","Jaguares",49.3,46.2,390,79,14,6,1,2,0.46,0.4,"Visitante"
1159,2017,"Finalizacion","Fortaleza CEIF","America de Cali",56.4,64.7,464,98,26,5,2,7,1.02,1.21,"Local"
1159,2017,"Finalizacion","America de Cali","Fortaleza CEIF",43.6,35.3,349,66,13,7,1,4,0.63,0.6,"Visitante"
1160,2017,"Finalizacion","Aguilas Doradas","Fortaleza CEIF",62,74.2,431,105,22,4,1,5,0.7,0.54,"Local"
1160,2017,"Finalizacion","Fortaleza CEIF","Aguilas Doradas",38,25.8,292,53,6,10,1,2,0.5,0.47,"Visitante"
1161,2017,"Finalizacion","Envigado","Boyaca Chico",36.4,35.4,295,72,24,13,3,4,1.19,0.86,"Local"
1161,2017,"Finalizacion","Boyaca Chico","Envigado",63.6,64.6,527,99,19,6,1,2,0.47,0.48,"Visitante"
1162,2017,"Finalizacion","Patriotas","Aguilas Doradas",60.7,70.2,455,108,26,6,3,6,1.38,1.01,"Local"
1162,2017,"Finalizacion","Aguilas Doradas","Patriotas",39.3,29.8,316,69,10,8,0,3,0.23,0.18,"Visitante"
1163,2017,"Finalizacion","La Equidad","Envigado",55.5,50,407,93,11,5,1,2,0.5,0.42,"Local"
1163,2017,"Finalizacion","Envigado","La Equidad",44.5,50,317,64,11,6,2,4,0.99,0.86,"Visitante"
1164,2017,"Finalizacion","Once Caldas","Deportivo Pasto",39.2,38.5,303,67,22,13,2,4,0.87,0.91,"Local"
1164,2017,"Finalizacion","Deportivo Pasto","Once Caldas",60.8,61.5,453,86,12,6,0,4,0.32,0.32,"Visitante"
1165,2017,"Finalizacion","Jaguares","Fortaleza CEIF",40.7,43.5,303,74,21,10,3,4,1.23,1.23,"Local"
1165,2017,"Finalizacion","Fortaleza CEIF","Jaguares",59.3,56.5,481,83,14,3,0,3,0.27,0.31,"Visitante"
1166,2017,"Finalizacion","Deportivo Pereira","Millonarios",52.3,54.7,416,104,12,6,2,3,0.9,1.03,"Local"
1166,2017,"Finalizacion","Millonarios","Deportivo Pereira",47.7,45.3,356,64,10,3,2,6,1,1.05,"Visitante"
1167,2017,"Finalizacion","Envigado","Boyaca Chico",36.5,39.4,318,63,19,11,4,4,1.66,1.75,"Local"
1167,2017,"Finalizacion","Boyaca Chico","Envigado",63.5,60.6,496,99,15,8,0,2,0.14,0.1,"Visitante"
1168,2017,"Finalizacion","Jaguares","Patriotas",57,52.4,418,86,11,5,1,4,0.56,0.63,"Local"
1168,2017,"Finalizacion","Patriotas","Jaguares",43,47.6,297,52,8,5,2,4,1.01,1.12,"Visitante"
1169,2017,"Finalizacion","Deportes Tolima","Atletico Nacional",45.5,44.5,309,65,17,8,4,4,1.66,1.81,"Local"
1169,2017,"Finalizacion","Atletico Nacional","Deportes Tolima",54.5,55.5,443,100,20,5,0,3,0.24,0.2,"Visitante"
1170,2017,"Finalizacion","Jaguares","Deportivo Pasto",53.8,48.8,400,96,12,6,1,2,0.46,0.41,"Local"
1170,2017,"Finalizacion","Deportivo Pasto","Jaguares",46.2,51.2,342,65,11,7,0,4,0.29,0.22,"Visitante"
1171,2017,"Finalizacion","Deportivo Pereira","Patriotas",55.4,78.5,463,113,28,7,1,5,0.76,0.83,"Local"
1171,2017,"Finalizacion","Patriotas","Deportivo Pereira",44.6,21.5,340,77,12,5,2,2,0.78,0.89,"Visitante"
1172,2017,"Finalizacion","Jaguares","Alianza",51.6,50.4,464,106,13,7,2,3,0.84,0.62,"Local"
1172,2017,"Finalizacion","Alianza","Jaguares",48.4,49.6,354,80,16,5,2,2,0.81,0.87,"Visitante"
1173,2017,"Finalizacion","America de Cali","Atletico Nacional",57.2,77.2,459,100,24,6,2,6,1.14,1.07,"Local"
1173,2017,"Finalizacion","Atletico Nacional","America de Cali",42.8,22.8,337,65,8,4,0,4,0.34,0.33,"Visitante"
1174,2017,"Finalizacion","Deportivo Cali","Deportivo Pasto",38.4,42.7,315,66,21,11,1,4,0.56,0.66,"Local"
1174,2017,"Finalizacion","Deportivo Pasto","Deportivo Cali",61.6,57.3,466,102,20,6,1,3,0.5,0.52,"Visitante"
1175,2017,"Finalizacion","Deportes Tolima","Boyaca Chico",42.5,40.6,289,69,21,12,3,3,1.19,1.22,"Local"
1175,2017,"Finalizacion","Boyaca Chico","Deportes Tolima",57.5,59.4,441,94,16,9,2,4,0.97,0.87,"Visitante"
1176,2017,"Finalizacion","Envigado","Alianza",65.2,64.6,408,78,21,6,2,6,1.13,0.82,"Local"
1176,2017,"Finalizacion","Alianza","Envigado",34.8,35.4,272,49,9,5,0,3,0.25,0.23,"Visitante"
1177,2017,"Finalizacion","Once Caldas","La Equidad",38.6,37.2,300,63,17,12,3,5,1.25,1.44,"Local"
1177,2017,"Finalizacion","La Equidad","Once Caldas",61.4,62.8,482,102,17,6,1,4,0.54,0.48,"Visitante"
1178,2017,"Finalizacion","Fortaleza CEIF","La Equidad",40.3,45.1,294,61,19,10,4,4,1.68,1.57,"Local"
1178,2017,"Finalizacion","La Equidad","Fortaleza CEIF",59.7,54.9,450,99,13,8,1,3,0.58,0.47,"Visitante"
1179,2017,"Finalizacion","Millonarios","La Equidad",40.8,45.9,283,70,23,12,2,5,0.99,1.07,"Local"
1179,2017,"Finalizacion","La Equidad","Millonarios",59.2,54.1,427,82,16,7,2,4,0.91,0.78,"Visitante"
